gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue
2538215379;52422715-c1db-40a0-ba16-b84a295d248a;874aba23-3d87-4af9-b267-c74e725147d5;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GB;Off Gwennap Head;England;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;50.03309;-5.675069;100.0;;;;;;2018-09-02T00:00:00Z;2;9;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRLRC003000000A4;;;;;CC_BY_4_0;;Andy Grant;;;2019-12-30T22:43:44.317Z;;
2538162299;52422715-c1db-40a0-ba16-b84a295d248a;51cd6728-a789-4846-ba20-640a9ff406b0;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GB;Hanjague Reef South, SE St Martins;England;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.95657;-6.242242;100.0;;;;;;2018-06-18T00:00:00Z;18;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRLRC003000000A1;;;;;CC_BY_4_0;;Lin Baldock, Nick Owen, Mike Markey;;;2019-12-30T22:43:43.273Z;;
2538160122;52422715-c1db-40a0-ba16-b84a295d248a;3edd1be6-be50-49cb-922b-edd9776f0246;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GB;Western Ebb Rocks;England;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;50.30257;-4.081254;100.0;;;;;;2018-07-13T00:00:00Z;13;7;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS01500000095;;;;;CC_BY_4_0;;Edward Rickard, Chris Webb;;;2019-12-30T22:43:42.454Z;;
2538007055;a899709f-9a73-4cac-84d8-a7dcc7b70280;ffe3747a-d615-4abd-843f-f29566b1a6a9;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Bonne Nuit;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.26697;-2.058117;100.0;;;;;;2018-04-15T00:00:00Z;15;4;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:26.782Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538007037;a899709f-9a73-4cac-84d8-a7dcc7b70280;c7f12be1-dacd-47da-9d1b-1482cdffb64d;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Desalination Plant, Corbiere;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.17572;-2.236642;100.0;;;;;;2018-06-22T00:00:00Z;22;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:26.729Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538007030;a899709f-9a73-4cac-84d8-a7dcc7b70280;eae12aec-e1e1-43ce-9596-57db7410d35a;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Corbiere (north);;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.17991;-2.247394;100.0;;;;;;2018-04-22T00:00:00Z;22;4;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:26.728Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538007013;a899709f-9a73-4cac-84d8-a7dcc7b70280;b9bf4820-393a-45d7-9fc8-315819213447;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;Fourquie de la Moye, Icart Bay;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.41666;-2.574574;100.0;;;;;;2018-06-08T00:00:00Z;8;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Charlotte Bolton;;;2019-12-30T22:40:26.720Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538006952;a899709f-9a73-4cac-84d8-a7dcc7b70280;d1622fbe-a24a-4aa4-bdc4-101ae59c7f74;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Anne Port;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.20732;-2.018316;100.0;;;;;;2018-03-03T00:00:00Z;3;3;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:26.675Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538006945;a899709f-9a73-4cac-84d8-a7dcc7b70280;edeefa26-e963-4204-b8b9-3301f3057992;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;Les Sept Boues;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.41432;-2.617579;100.0;;;;;;2018-06-07T00:00:00Z;7;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Rik Girdler;;;2019-12-30T22:40:26.654Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538003727;a899709f-9a73-4cac-84d8-a7dcc7b70280;b4d36696-8a2a-4d61-a09d-615d3dce61e9;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Archirondel Reef;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.21029;-2.020034;100.0;;;;;;2018-05-04T00:00:00Z;4;5;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:26.021Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538003693;a899709f-9a73-4cac-84d8-a7dcc7b70280;43453e12-fec6-493a-bf27-5989a92fe64a;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Pipettes;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.00503;-2.181407;100.0;;;;;;2018-08-04T00:00:00Z;4;8;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:25.989Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538003682;a899709f-9a73-4cac-84d8-a7dcc7b70280;a2e2188c-9827-40f9-9394-6101fde9eae3;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Bonne Nuit;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.2513;-2.11754;100.0;;;;;;2018-04-13T00:00:00Z;13;4;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:25.982Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538003572;a899709f-9a73-4cac-84d8-a7dcc7b70280;05a77f92-6a3b-40f6-8f93-6a2375feaf75;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;Saint's Bay;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.42015;-2.555074;100.0;;;;;;2018-06-06T00:00:00Z;6;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Richard Yorke;;;2019-12-30T22:40:25.905Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2538003481;a899709f-9a73-4cac-84d8-a7dcc7b70280;79394d16-0ba6-412d-a2a8-4a5d8581bc88;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Le Petit Portelet, Gorey;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.20054;-2.164192;100.0;;;;;;2018-04-07T00:00:00Z;7;4;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:25.810Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537999798;a899709f-9a73-4cac-84d8-a7dcc7b70280;ab2ecfdb-553a-4f0e-8d50-d35146887f55;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;Pea Stacks, Jerbourg Point;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.41732;-2.540068;100.0;;;;;;2018-06-09T00:00:00Z;9;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Lin Baldock;;;2019-12-30T22:40:25.710Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537999709;a899709f-9a73-4cac-84d8-a7dcc7b70280;8595c09a-c676-4c8e-bf13-0c52c006c778;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;Fourquie de la Moye, Icart Bay;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.41666;-2.574574;100.0;;;;;;2018-06-08T00:00:00Z;8;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Lin Baldock;;;2019-12-30T22:40:25.643Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537999402;a899709f-9a73-4cac-84d8-a7dcc7b70280;92348779-c01b-41a6-a381-0cd3ed39743d;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Bouley Bay Pier;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.24006;-2.078768;100.0;;;;;;2018-03-24T00:00:00Z;24;3;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:25.311Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537999032;a899709f-9a73-4cac-84d8-a7dcc7b70280;1a2dcf30-9899-4bb0-989c-ed80f55fd9d4;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;Saint's Bay;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.42015;-2.555074;100.0;;;;;;2018-06-06T00:00:00Z;6;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Richard Yorke;;;2019-12-30T22:40:24.943Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537999029;a899709f-9a73-4cac-84d8-a7dcc7b70280;9ca0cb24-b608-4236-97a2-ffe0b2de7d06;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GG;North of Pea Stacks, Jerbourg Point;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.41807;-2.539855;100.0;;;;;;2018-06-07T00:00:00Z;7;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS02200000009;;;;;CC_BY_4_0;;Charlotte Bolton;;;2019-12-30T22:40:24.939Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537998923;a899709f-9a73-4cac-84d8-a7dcc7b70280;bb02a58e-400e-4a02-83b1-0e6d2613cd16;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;Corbiere (south);;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.17871;-2.243696;100.0;;;;;;2018-04-14T00:00:00Z;14;4;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:24.798Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2537998900;a899709f-9a73-4cac-84d8-a7dcc7b70280;5628f66b-eae2-4bd9-9953-6080f8d1b378;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;JE;White Rock, Tour de Rozel;;present;;5d662340-07fa-41b7-a3fc-e2e63ca50800;49.24186;-2.048241;100.0;;;;;;2018-06-20T00:00:00Z;20;6;2018;5422378;5422378;HUMAN_OBSERVATION;Seasearch;MRMCS0220000000D;;;;;CC_BY_4_0;;Kevin Mc Ilwee;;;2019-12-30T22:40:24.759Z;;"COORDINATE_REPROJECTION_FAILED;COUNTRY_DERIVED_FROM_COORDINATES"
2536285792;594e1181-c38a-4f44-b78c-ceab50351cca;6d7315be-d87c-46a8-86d2-b0ef359075e5;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GB;Wembury Point and The Mewstone;England;present;1;2f855af0-a1cc-4478-b370-ddbd1e40f6eb;50.31743;-4.10127;1000.0;;;;;;2005-06-22T00:00:00Z;22;6;2005;5422378;5422378;HUMAN_OBSERVATION;NT;DSS000460000003A;;;;;CC_BY_NC_4_0;;;;;2019-12-30T17:22:52.674Z;;
2536234337;594e1181-c38a-4f44-b78c-ceab50351cca;5a806ca8-4a9f-4696-ad77-807d0d4b9216;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca;;GB;South end of Freshwater West beach;Wales;present;;2f855af0-a1cc-4478-b370-ddbd1e40f6eb;51.6544;-5.05897;1000.0;;;;;;2015-07-18T00:00:00Z;18;7;2015;5422378;5422378;HUMAN_OBSERVATION;NT;DSS000460000006Z;;;;;CC_BY_NC_4_0;;;;;2019-12-30T17:22:49.988Z;;
2517170820;15f819bd-6612-4447-854b-14d12ee1022d;https://data.biodiversitydata.nl/naturalis/specimen/L.4024484;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca Bach.Pyl.;Bach.Pyl.;PT;"Sta 5.018; E of Formigas.";Formigas Islands;;;396d5f30-dea9-11db-8ab4-b8a03c50a862;37.266667;-24.75;;;;;;;1981-05-27T00:00:00Z;27;5;1981;5422378;5422378;PRESERVED_SPECIMEN;;Botany;L.4024484;;;;CC0_1_0;Naturalis Biodiversity Center;Cancap 5 Expedition;;;2020-02-06T12:10:20.745Z;StillImage;"COUNTRY_INVALID;COUNTRY_DERIVED_FROM_COORDINATES"
2517150916;15f819bd-6612-4447-854b-14d12ee1022d;https://data.biodiversitydata.nl/naturalis/specimen/L.4024483;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca Bach.Pyl.;Bach.Pyl.;ES;Bayona.;;;;396d5f30-dea9-11db-8ab4-b8a03c50a862;;;;;;;;;1978-05-24T00:00:00Z;24;5;1978;5422378;5422378;PRESERVED_SPECIMEN;;Botany;L.4024483;;;;CC0_1_0;Naturalis Biodiversity Center;"Stegenga H; et al.";;;2020-02-06T12:10:20.813Z;StillImage;
2517138816;15f819bd-6612-4447-854b-14d12ee1022d;https://data.biodiversitydata.nl/naturalis/specimen/L.4024463;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca Bach.Pyl.;Bach.Pyl.;FR;Manche, Normandie, Cherbourg.;;;;396d5f30-dea9-11db-8ab4-b8a03c50a862;;;;;;;;;2011-08-29T00:00:00Z;29;8;2011;5422378;5422378;PRESERVED_SPECIMEN;;Botany;L.4024463;;;;CC0_1_0;Naturalis Biodiversity Center;Prud'homme van Reine WF;;;2020-02-06T12:10:45.406Z;StillImage;
2517124838;15f819bd-6612-4447-854b-14d12ee1022d;https://data.biodiversitydata.nl/naturalis/specimen/L.4024468;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Laminaria ochroleuca;;SPECIES;Laminaria ochroleuca Bachelot de la Pylaie, 1824;Laminaria ochroleuca Bach.Pyl.;Bach.Pyl.;ES;;;;;396d5f30-dea9-11db-8ab4-b8a03c50a862;;;;;;;;;1964-08-11T00:00:00Z;11;8;1964;5422378;5422378;PRESERVED_SPECIMEN;;Botany;L.4024468;;;;CC0_1_0;Naturalis Biodiversity Center;Hoek C van den;;;2020-02-06T12:10:49.092Z;StillImage;
