gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3923583757	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136667445	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		HR		Splitsko-Dalmatinska	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.478739	16.166584	8.0						2022-09-22T14:54:00	22	9	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	136667445		Warren R. Francis	2022-09-27T08:21:30	CC_BY_NC_4_0	Warren R. Francis	Warren R. Francis			2022-11-04T15:59:20.197Z	StillImage	COORDINATE_ROUNDED
3923527559	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/137453113	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		IT		Liguria	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.304078	9.20087	1.0						2022-08-26T20:59:18	26	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	137453113		angelscuba	2022-10-03T20:08:42	CC_BY_NC_4_0	angelscuba	angelscuba			2022-11-04T16:03:14.735Z	StillImage	COORDINATE_ROUNDED
3923433784	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136790554	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		IT		Toscana	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.439113	11.115892	1.0						2022-07-10T13:05:34	10	7	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	136790554		angelscuba	2022-09-28T11:37:22	CC_BY_NC_4_0	angelscuba	angelscuba			2022-11-04T16:03:18.524Z	StillImage	COORDINATE_ROUNDED
3923422670	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/137551657	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.041491	3.229073	100.0						2022-10-03T11:34:00	3	10	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	137551657		Jean-Paul Cassez	2022-10-04T18:25:21	CC_BY_NC_4_0	Jean-Paul Cassez	Jean-Paul Cassez			2022-11-04T15:59:24.728Z	StillImage	
3923401728	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136692434	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.049755	3.21976							2022-09-21T09:43:00	21	9	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	136692434		Glenn Biscop	2022-09-27T14:48:50	CC_BY_NC_4_0	Glenn Biscop	Glenn Biscop			2022-11-04T16:04:06.891Z	StillImage	COORDINATE_ROUNDED
3923326842	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136798283	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		IT		Toscana	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.38665	11.16923	1.0						2022-07-11T15:11:26	11	7	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	136798283		angelscuba	2022-09-28T13:34:33	CC_BY_NC_4_0	angelscuba	angelscuba			2022-11-04T16:03:14.722Z	StillImage	
3915354747	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136180716	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.041715	3.225	100.0						2022-09-22T09:39:00	22	9	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	136180716		Jean-Paul Cassez	2022-09-23T17:39:45	CC_BY_NC_4_0	Jean-Paul Cassez	Jean-Paul Cassez			2022-11-04T15:59:19.407Z	StillImage	
3915351797	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/136581848	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		IT		Liguria	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.305753	9.190262	1691.0						2022-06-18T09:53:48	18	6	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	136581848		angelscuba	2022-09-26T15:58:28	CC_BY_NC_4_0	angelscuba	angelscuba			2022-11-04T15:59:29.541Z	StillImage	COORDINATE_ROUNDED
3912024271	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/135103942	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.061289	3.212356	100.0						2022-09-14T11:20:00	14	9	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	135103942		Jean-Paul Cassez	2022-09-15T12:13:50	CC_BY_NC_4_0	Jean-Paul Cassez	Jean-Paul Cassez			2022-11-04T16:03:22.451Z	StillImage	
3909055179	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1150	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	37.081822	-7.65795											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:34.010Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3909055169	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1136	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	39.41486	-9.516626											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:34.008Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3909055168	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1135	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	37.946317	-8.900077											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:34.008Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3909055165	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1134	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	36.968821	-7.973156											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:34.009Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3909055164	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1133	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	37.006186	-8.925733											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:34.008Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3909055159	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1137	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	37.074902	-8.657771											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:34.008Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3909054942	b0722e5f-119a-4f47-935f-b54f34d13f9b	MFCS-1129	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata (Risso		PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.40828	-9.230286											2261251	2261251	OCCURRENCE					Joana Boavida		CC_BY_4_0					2022-09-20T10:42:33.927Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3903592819	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/134442295	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.153693	5.625601	322.0						2022-09-04T09:10:00	4	9	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	134442295		poulpette	2022-09-10T16:29:01	CC_BY_NC_4_0	poulpette	poulpette			2022-11-04T15:59:19.205Z	StillImage	COORDINATE_ROUNDED
3903438457	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/132534379	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		ES		Cataluña	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.046255	3.224863	49.0						2022-08-26T11:13:00	26	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	132534379		Jean-Paul Cassez	2022-08-28T09:29:39	CC_BY_NC_4_0	Jean-Paul Cassez	Jean-Paul Cassez			2022-11-04T16:03:27.857Z	StillImage	
3903393906	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/134039613	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.988372	6.397388	164.0						2022-08-27T16:46:00	27	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	134039613		Sylvain Le Bris	2022-09-07T14:29:11	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2022-11-04T16:03:49.953Z	StillImage	COORDINATE_ROUNDED
3903223817	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/134039615	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.988372	6.397388	164.0						2022-08-27T16:47:00	27	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	134039615		Sylvain Le Bris	2022-09-07T14:29:11	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2022-11-04T16:03:51.122Z	StillImage	COORDINATE_ROUNDED
3903029332	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/131757057	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.175935	5.402337	54.0						2022-08-21T10:35:00	21	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	131757057		poulpette	2022-08-21T16:59:35	CC_BY_NC_4_0	poulpette	poulpette			2022-11-04T16:03:04.091Z	StillImage	
3902829338	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/131782205	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.172749	5.392776	39.0						2022-08-21T10:12:00	21	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	131782205		Sylvain Le Bris	2022-08-21T19:39:57	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2022-11-04T16:02:47.077Z	StillImage	COORDINATE_ROUNDED
3902725970	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/132310602	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		FR			PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.199345	5.229342	61.0						2022-08-25T09:58:00	25	8	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	132310602		poulpette	2022-08-25T18:59:08	CC_BY_NC_4_0	poulpette	poulpette			2022-11-04T15:59:07.274Z	StillImage	COORDINATE_ROUNDED;COUNTRY_DERIVED_FROM_COORDINATES
3902617286	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/133907884	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		ES		Islas Baleares	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.965109	3.17978	1252.0						2022-06-19T00:00:00	19	6	2022	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	133907884		Luis Pérez Berrocal	2022-09-06T13:31:58	CC_BY_NC_4_0	Luis Pérez Berrocal	Luis Pérez Berrocal			2022-11-04T15:59:19.167Z	StillImage	COORDINATE_ROUNDED
3902064353	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17769398	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata		IT		Liguria	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.298426	9.219744							2018-10-20T00:00:00	20	10	2018	2261251	2261251	HUMAN_OBSERVATION	iNaturalist	Observations	17769398		fabri	2018-10-23T14:37:38	CC_BY_NC_4_0	fabri	fabri			2022-11-04T15:54:56.197Z	StillImage	
3901137640	79e21918-887b-4b40-9305-abc5f57494dd	INFB-ARR84086	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata	(Risso, 1826)	PT			PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.412133	-9.359444					40.0	0.0					2261251	2261251	OCCURRENCE				84086			CC_BY_NC_4_0					2022-09-20T11:07:50.653Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3901136455	79e21918-887b-4b40-9305-abc5f57494dd	INFB-ARR84159	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata	(Risso, 1826)	PT	Pedra da Lagoa, Fonte da Telha		PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.516349	-9.204373											2261251	2261251	OCCURRENCE				84159			CC_BY_NC_4_0					2022-09-20T11:07:50.394Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3901131060	79e21918-887b-4b40-9305-abc5f57494dd	INFB-ARR21354	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata	(Risso, 1826)	PT	Pedra do Coral 55m		PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.41907	-9.25706					52.5	2.5	2013-04-21T00:00:00	21	4	2013	2261251	2261251	OCCURRENCE				21354			CC_BY_NC_4_0					2022-09-20T11:07:48.986Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3901131059	79e21918-887b-4b40-9305-abc5f57494dd	INFB-ARR21355	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata	(Risso, 1826)	PT	Pedra do Coral 55m		PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.41907	-9.25706					52.5	2.5	2013-04-21T00:00:00	21	4	2013	2261251	2261251	OCCURRENCE				21355			CC_BY_NC_4_0					2022-09-20T11:07:48.986Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3901131058	79e21918-887b-4b40-9305-abc5f57494dd	INFB-ARR21352	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata	(Risso, 1826)	PT	Cape Espichel		PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.41	-9.246							2010-01-01T00:00:00			2010	2261251	2261251	OCCURRENCE				21352			CC_BY_NC_4_0					2022-09-20T11:07:48.986Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
3901131057	79e21918-887b-4b40-9305-abc5f57494dd	INFB-ARR21353	Animalia	Cnidaria	Anthozoa	Alcyonacea	Plexauridae	Paramuricea	Paramuricea clavata		SPECIES	Paramuricea clavata (Risso, 1826)	Paramuricea clavata	(Risso, 1826)	PT	Cape Espichel		PRESENT		54a7048f-6d1f-468e-bd38-a585e05ca24d	38.407	-9.226							2011-01-01T00:00:00			2011	2261251	2261251	OCCURRENCE				21353			CC_BY_NC_4_0					2022-09-20T11:07:48.987Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
