decimalLongitude;decimalLatitude;datasetName;phylum;order;family;genus;scientificName;yearcollected;depth
4.0525674799999996;51.85738286000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21.200001
4.040940040000001;51.92104432;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;0.54000002
3.9509246700000036;51.906096870000034;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.5999999
3.9255632400000016;51.89865007000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;9.1499996
3.9418210700000023;51.92530052000001;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;13.3
3.8667335199999986;51.34192355000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;3.25
3.69171447;51.38741700999999;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;2.5999999
3.64454977;51.37602163999999;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;2.8699999
3.946552690000001;51.89783011999999;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.5999999
4.00737823;51.43955756000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;2.6500001
3.888383329999998;51.755033440000005;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;4.6999998
4.071358750000001;51.69031723;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;10.2
3.9529947600000006;51.41157151000001;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;20.9
4.104245579999999;51.68843307999999;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;11.2
3.8822384500000005;51.37581832;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;2.8
3.7183905999999998;51.36841574000001;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;3.2
4.0163014299999995;51.607016390000005;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.9000001
3.7984822399999993;51.62349774;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.4000001
4.02273215;51.60880562;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;7.5
4.152597540000001;51.67084735000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;8.6999998
4.0030569799999975;51.60679499000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;3.8
3.990415769999999;51.85854569000002;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;5.6999998
3.828560519999998;51.627003899999984;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;3.5
3.9196441299999973;51.88262778999999;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;6.6500001
4.077246979999999;51.521878139999984;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;39
3.9312885599999996;51.41424163;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;3
3.9372493099999994;51.43378877999999;BIS dataset of the south-western part of Netherlands (1985-2004);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;2.78
13.596166610717773;45.6638298034668;LBMRev;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
13.596166610717773;45.6638298034668;LBMRev;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
13.596166610717773;45.6638298034668;LBMRev;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
13.596166610717773;45.6638298034668;LBMRev;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
13.596166610717773;45.6638298034668;LBMRev;Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;21
-5.692315;54.376557;Marine Life Information Network (MarLIN) marine survey data (Professional);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;NA
-5.692315;54.376557;Marine Life Information Network (MarLIN) marine survey data (Professional);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;NA
-2.162344;56.102663;Marine Life Information Network (MarLIN) marine survey data (Professional);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;NA
-5.822246;54.828233;Marine Life Information Network (MarLIN) marine survey data (Professional);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;NA
-6.120723;55.102749;Marine Life Information Network (MarLIN) marine survey data (Professional);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;NA
-6.120723;55.102749;Marine Life Information Network (MarLIN) marine survey data (Professional);Mollusca;Cardiida;Semelidae;Abra;Abra alba;2000;NA
